N,P,K,temperature,humidity,ph,rainfall,label
21.4,45.58,30.55,32.84,51.16,6.51,49.7,mothbeans
77.77,72.25,67.99,28.39,94.59,6.35,18.45,muskmelon
21.21,49.8,31.86,16.44,61.55,7.2,45.25,lentil
97.65,59.41,45.18,34.85,74.44,6.21,192.19,jute
16.58,39.0,30.06,28.7,88.51,6.45,61.53,mungbean
15.57,67.2,21.41,21.52,19.88,6.71,84.4,chickpea
110.58,44.85,48.73,32.29,55.68,6.3,193.88,mango
110.42,66.92,74.21,25.97,54.39,7.19,79.82,cotton
21.83,66.96,31.47,23.63,15.89,6.82,66.27,chickpea
23.58,31.57,31.73,34.96,54.89,6.47,54.44,mothbeans
21.13,59.9,30.12,20.14,22.17,6.15,119.37,kidneybeans
26.79,42.14,32.59,30.99,58.93,6.9,84.14,pigeonpeas
107.1,40.29,56.42,21.69,66.39,6.25,79.77,grapes
104.82,54.63,38.72,24.03,67.0,6.59,74.47,maize
107.76,44.27,42.33,34.05,79.49,6.65,204.45,jute
81.03,37.57,47.2,27.51,59.5,6.87,138.18,mango
74.16,53.89,34.07,20.18,90.51,7.06,149.7,orange
17.99,60.35,22.11,17.76,67.45,6.96,43.71,lentil
126.45,58.26,77.02,26.63,55.48,7.13,84.21,cotton
118.68,47.44,88.15,27.9,92.42,5.97,177.96,papaya
89.43,46.28,43.99,25.81,81.59,6.46,218.02,jute
22.29,40.34,25.88,28.9,70.93,6.77,90.39,blackgram
69.7,37.44,134.02,30.37,93.27,6.05,178.28,coconut
32.45,57.19,22.69,32.3,51.78,6.45,74.8,pigeonpeas
12.38,45.12,25.1,28.92,83.28,6.83,77.11,mungbean
12.37,49.04,34.5,33.04,88.47,6.49,71.2,mungbean
19.01,62.12,23.59,18.39,59.93,6.92,46.09,lentil
19.12,32.31,36.94,28.75,67.78,7.2,65.0,blackgram
82.58,43.03,128.82,32.2,90.26,6.58,165.02,coconut
88.09,40.46,119.66,27.89,92.0,5.73,167.74,coconut
98.76,37.4,48.25,24.4,76.22,6.3,213.37,jute
84.26,72.19,91.08,28.95,78.75,6.33,169.72,banana
15.12,63.03,29.83,20.2,19.34,6.25,86.6,chickpea
92.74,38.63,62.49,21.32,67.4,6.36,93.75,grapes
108.24,48.73,56.63,17.74,73.53,6.46,76.47,grapes
130.96,54.86,40.52,24.1,66.31,6.45,87.97,maize
58.24,45.81,58.89,7.2,90.32,5.51,131.74,apple
23.19,50.15,29.89,30.58,67.45,6.95,77.06,blackgram
70.4,59.26,88.5,32.35,90.93,6.45,27.86,muskmelon
78.41,66.25,106.83,29.21,79.66,6.4,48.62,watermelon
26.62,42.01,29.47,25.83,69.4,6.48,87.33,blackgram
75.89,56.55,68.51,33.59,91.25,6.6,30.27,muskmelon
13.82,42.99,29.13,29.9,83.56,6.7,85.37,mungbean
29.53,35.02,33.37,30.75,49.9,6.47,83.63,pigeonpeas
83.01,42.45,38.56,28.99,75.5,6.68,197.25,jute
75.44,42.69,68.67,30.82,59.87,6.69,77.18,pomegranate
94.18,46.85,47.19,21.31,65.56,5.83,95.08,maize
21.7,43.47,33.93,34.77,63.29,6.88,51.54,mothbeans
20.19,42.42,27.92,19.35,19.96,6.03,124.61,kidneybeans
103.13,53.17,48.93,23.55,58.84,6.81,84.02,maize
113.4,45.49,44.71,21.13,63.99,6.93,69.73,maize
76.18,67.79,101.18,31.6,90.52,6.26,26.38,muskmelon
84.99,47.3,67.5,33.91,61.57,5.86,66.21,pomegranate
94.21,44.91,43.95,24.63,84.71,6.67,216.88,jute
116.96,58.52,47.91,22.67,73.04,6.99,59.07,maize
26.4,46.84,26.18,31.49,53.75,6.84,61.42,mothbeans
156.05,52.82,60.36,25.13,56.12,7.06,83.54,cotton
91.59,56.7,38.01,21.17,84.84,6.01,204.13,rice
87.39,45.1,60.48,33.57,57.76,6.33,72.18,pomegranate
73.83,55.95,100.78,27.96,85.46,6.41,41.34,watermelon
109.48,45.44,98.6,30.67,79.76,6.28,148.28,banana
65.21,49.56,145.06,31.64,94.13,6.69,170.53,coconut
27.26,40.8,23.36,34.74,53.79,6.21,44.74,mothbeans
28.69,48.2,26.9,27.36,49.91,6.54,73.61,pigeonpeas
76.47,59.2,51.34,20.3,82.02,5.84,192.96,coffee
79.14,52.3,56.41,29.03,47.41,6.19,70.17,pomegranate
106.71,44.73,46.0,21.08,67.76,6.54,91.98,grapes
75.76,37.65,58.31,29.15,53.26,5.84,75.59,pomegranate
89.26,65.8,97.35,33.48,93.99,6.62,24.33,muskmelon
110.6,52.71,102.26,28.38,75.67,6.53,141.73,banana
29.12,56.01,30.9,30.23,50.02,7.37,82.54,pigeonpeas
20.4,61.35,32.67,21.35,18.11,6.61,91.83,chickpea
102.55,40.99,45.13,17.8,93.59,7.05,139.2,orange
114.55,70.0,38.6,22.2,65.57,6.27,87.44,maize
82.42,46.57,41.03,23.78,83.59,5.99,153.93,rice
99.89,43.37,47.09,31.5,60.3,6.56,76.07,pomegranate
19.37,44.94,27.6,29.5,67.01,6.41,77.7,blackgram
55.77,57.2,79.67,26.69,88.94,6.4,67.73,watermelon
33.64,45.36,32.85,32.64,58.25,6.61,46.09,mothbeans
133.97,45.19,73.11,27.7,65.56,6.68,84.11,cotton
49.54,46.63,60.17,9.69,96.51,5.97,128.64,apple
100.45,48.01,45.51,21.25,79.32,5.92,164.47,coffee
112.68,55.46,39.11,21.96,63.17,6.11,63.47,maize
56.17,55.54,79.49,7.26,90.28,6.16,152.3,apple
94.31,47.44,141.07,27.48,76.74,6.55,182.81,banana
114.02,51.36,46.44,21.82,63.73,7.0,82.36,maize
51.63,62.78,52.54,6.52,88.07,5.83,117.13,apple
133.34,58.51,68.18,23.76,63.56,6.29,109.38,cotton
91.57,51.06,45.2,24.17,58.71,6.68,103.55,mango
27.99,40.83,33.32,30.9,86.98,6.64,72.38,mungbean
130.28,69.24,67.98,26.46,55.83,6.44,77.8,cotton
87.92,51.92,89.48,27.54,90.89,5.64,184.68,papaya
96.57,37.45,90.38,23.79,93.09,6.07,160.96,papaya
86.58,51.38,65.07,33.56,63.41,6.17,62.67,pomegranate
63.88,80.0,103.06,30.38,89.99,6.17,28.72,muskmelon
85.27,43.43,67.31,18.9,69.81,6.45,76.25,grapes
21.46,53.2,31.23,31.33,84.55,6.38,74.38,mungbean
111.04,41.82,111.63,29.51,89.61,5.81,172.05,papaya
16.33,30.67,34.06,34.05,70.27,6.84,73.47,blackgram
79.96,34.35,45.18,28.93,56.87,6.3,149.97,mango
117.46,49.65,45.9,20.77,64.11,6.85,65.99,maize
77.49,46.22,43.66,25.21,75.66,6.35,190.04,jute
25.04,48.09,28.79,31.1,51.9,6.92,48.17,mothbeans
118.63,61.71,47.86,26.81,68.12,6.41,72.02,maize
116.23,60.55,124.62,26.19,80.8,6.36,103.01,banana
93.27,42.63,67.51,17.15,74.19,6.13,71.88,grapes
82.59,49.77,47.83,22.82,88.57,6.69,130.34,orange
49.84,56.21,65.95,9.85,91.65,6.18,151.45,apple
85.46,40.21,56.78,30.19,47.63,5.95,70.6,pomegranate
76.43,39.86,119.16,29.71,91.31,6.77,162.3,coconut
105.03,48.01,54.78,34.5,43.93,6.16,74.85,pomegranate
18.15,60.44,31.45,23.84,15.47,6.7,68.59,chickpea
23.37,56.11,32.88,35.82,60.97,6.0,53.45,mothbeans
15.61,38.61,36.2,29.84,82.97,6.52,92.29,mungbean
83.29,62.62,87.22,30.73,91.66,6.6,21.51,muskmelon
26.83,54.69,28.58,21.23,21.99,6.56,120.36,kidneybeans
26.54,55.59,23.24,29.97,84.63,6.53,78.17,mungbean
93.7,52.61,101.91,23.65,91.05,5.93,161.7,papaya
95.0,36.63,33.72,15.22,93.32,6.84,157.22,orange
101.32,43.96,70.55,32.45,53.17,6.66,74.96,pomegranate
112.01,49.8,42.31,27.18,58.29,6.5,139.73,mango
18.42,45.68,30.65,28.41,82.63,6.62,81.68,mungbean
78.44,58.65,51.53,15.84,71.98,7.01,84.12,grapes
73.45,56.61,60.24,30.18,84.84,6.62,65.71,watermelon
73.14,40.52,113.77,29.84,92.01,6.24,167.95,coconut
18.46,56.17,30.01,20.37,18.29,6.96,71.12,chickpea
124.47,68.87,64.19,26.99,58.08,6.83,104.56,cotton
94.65,53.69,68.82,32.59,62.65,6.6,71.3,pomegranate
91.12,34.21,57.79,32.63,54.41,7.18,121.47,mango
25.72,49.54,25.75,35.96,60.73,6.23,64.15,mothbeans
25.46,61.4,34.08,20.17,20.57,6.53,124.95,kidneybeans
23.23,37.68,25.57,32.34,68.94,7.24,78.5,blackgram
116.51,49.37,37.83,16.6,93.98,6.72,182.11,orange
85.18,43.64,45.93,21.8,80.74,6.13,210.17,coffee
109.82,79.29,105.8,32.57,84.41,5.86,144.4,banana
91.07,49.6,38.87,33.16,60.42,6.08,124.27,mango
58.63,65.03,59.89,3.75,89.21,6.19,125.67,apple
90.67,48.07,63.45,36.15,51.24,6.97,65.9,pomegranate
10.11,69.31,28.75,19.52,23.5,6.41,123.42,kidneybeans
115.17,48.74,36.49,30.71,71.42,6.58,184.29,jute
19.78,42.7,28.86,27.51,87.57,6.86,78.97,mungbean
15.65,47.8,25.47,26.91,67.61,6.94,70.56,blackgram
91.73,31.27,86.85,27.75,93.74,6.03,163.7,papaya
85.56,42.06,40.06,27.48,96.24,6.8,145.7,orange
25.59,48.89,30.9,17.39,18.45,6.37,126.82,kidneybeans
77.59,41.55,78.61,28.9,91.66,6.03,177.01,papaya
95.66,52.92,50.29,29.78,77.32,6.48,199.88,jute
87.35,42.76,60.78,22.37,66.87,6.96,68.24,grapes
108.21,49.05,58.66,25.35,66.28,6.82,75.8,maize
112.06,47.9,35.11,24.65,83.77,5.92,213.23,rice
64.32,35.87,50.47,33.1,56.56,6.43,62.0,pomegranate
21.92,42.4,31.65,27.25,57.36,6.76,95.43,pigeonpeas
28.11,30.12,34.48,35.24,58.45,6.7,51.23,mothbeans
121.32,50.44,67.01,26.76,52.38,6.65,83.69,cotton
81.52,57.25,114.55,30.93,76.22,6.32,167.64,banana
64.26,50.55,40.55,26.55,54.32,6.43,123.83,mango
28.42,60.55,36.19,18.97,17.7,6.37,72.47,chickpea
99.9,37.28,47.6,29.06,86.19,6.45,188.33,jute
69.12,67.38,64.25,6.51,93.15,6.01,174.37,apple
85.85,52.5,51.12,20.14,68.75,5.93,77.33,grapes
21.36,59.26,27.58,39.65,58.9,6.81,74.41,mothbeans
83.34,40.42,31.16,24.78,83.7,5.84,238.87,rice
89.42,48.15,67.35,19.4,69.94,7.43,61.8,grapes
64.26,32.64,125.67,31.92,92.23,6.19,198.86,coconut
80.33,39.39,121.27,27.75,93.53,6.16,176.23,coconut
88.24,43.24,38.47,19.22,89.0,6.42,159.17,orange
100.63,33.77,58.8,25.03,79.69,6.19,237.45,jute
96.51,40.48,44.59,31.09,80.02,6.55,207.25,jute
22.89,53.2,27.61,20.66,22.25,6.62,128.65,kidneybeans
19.29,70.7,21.15,17.76,58.91,6.81,54.27,lentil
95.27,48.41,60.53,17.31,70.16,6.17,78.74,grapes
117.18,54.24,45.89,23.83,66.44,5.96,91.04,maize
84.13,76.84,98.74,28.99,82.17,6.93,54.42,watermelon
89.6,49.09,46.87,19.27,90.21,7.4,156.96,orange
76.96,53.86,62.77,14.43,89.55,5.79,125.69,apple
111.75,48.27,69.93,34.84,50.73,6.05,62.71,pomegranate
76.18,59.95,94.28,35.58,89.82,6.41,26.2,muskmelon
82.38,48.23,37.67,21.93,90.0,6.8,165.67,orange
99.97,42.83,38.19,20.78,83.99,6.01,186.15,coffee
25.04,43.11,32.19,35.58,55.58,7.01,70.08,mothbeans
102.19,49.81,132.05,30.51,79.84,6.09,149.47,banana
65.21,56.27,112.83,30.89,95.04,6.64,36.35,muskmelon
23.18,61.71,32.5,19.92,61.52,6.77,45.34,lentil
25.61,48.26,30.24,37.22,61.5,6.09,56.79,mothbeans
16.13,46.57,21.85,32.11,70.91,6.39,83.02,blackgram
88.44,46.14,42.33,19.37,85.28,5.86,195.44,coffee
73.76,53.68,109.32,23.16,88.29,5.82,177.47,papaya
100.51,45.13,54.08,29.0,81.99,6.86,221.19,jute
83.6,47.95,42.53,27.51,59.28,6.5,140.64,mango
20.63,57.84,35.03,21.2,21.49,7.14,73.87,chickpea
109.66,46.4,32.9,16.71,85.65,5.82,215.95,coffee
75.9,58.73,159.93,31.78,94.82,6.17,158.67,coconut
91.94,51.17,48.52,30.5,84.3,6.68,244.91,jute
96.53,51.07,47.3,20.05,87.27,5.9,200.45,coffee
67.4,73.93,105.94,32.73,93.12,6.43,28.1,muskmelon
87.33,43.38,71.23,30.41,59.11,6.9,60.69,pomegranate
68.93,79.68,92.75,26.54,88.71,6.55,57.16,watermelon
22.04,53.55,22.39,30.35,86.26,6.91,70.4,mungbean
75.78,54.49,73.68,31.9,86.37,6.71,53.27,watermelon
118.8,61.65,55.92,25.12,58.86,6.79,92.05,cotton
75.51,43.76,36.18,26.2,58.51,6.56,132.17,mango
22.77,50.76,38.5,28.27,48.12,6.76,41.19,mothbeans
21.26,44.96,33.77,28.19,58.02,6.99,60.66,mothbeans
22.51,44.35,32.99,34.94,58.77,6.71,60.45,mothbeans
113.92,54.02,131.82,31.28,78.43,6.16,171.67,banana
15.84,44.27,31.62,15.3,20.81,6.93,125.77,kidneybeans
96.83,38.73,85.62,24.8,93.8,6.12,169.92,papaya
14.46,65.52,34.84,20.11,18.04,7.08,78.07,chickpea
111.89,42.81,80.1,26.22,92.14,6.21,159.77,papaya
116.31,54.42,46.33,21.54,68.72,6.27,99.34,maize
26.36,53.08,32.07,17.72,19.96,6.4,111.69,kidneybeans
18.28,56.79,27.38,18.97,62.3,6.25,44.66,lentil
17.64,48.89,28.97,32.48,71.94,6.83,88.28,blackgram
31.77,37.17,34.69,34.0,55.95,6.99,51.59,mothbeans
76.09,53.46,95.76,34.37,94.45,6.49,29.61,muskmelon
11.03,60.9,32.07,16.76,59.8,6.76,49.4,lentil
30.77,47.4,30.68,33.68,60.61,6.47,48.86,mothbeans
72.93,53.83,73.82,33.62,93.41,6.78,37.03,muskmelon
18.25,43.23,28.86,31.41,82.84,6.91,98.16,mungbean
23.03,47.71,31.62,32.99,49.08,7.09,65.63,mothbeans
98.41,50.99,139.16,29.58,89.41,6.69,199.24,coconut
30.58,42.98,25.08,27.34,50.15,6.4,75.5,pigeonpeas
16.55,46.89,26.33,25.47,16.02,6.79,76.34,chickpea
74.46,42.32,155.19,32.85,88.79,6.64,166.04,coconut
17.67,41.81,29.53,28.4,62.6,6.22,61.55,mothbeans
83.3,42.25,45.64,24.61,91.04,6.67,134.5,orange
65.93,62.38,70.91,29.7,86.31,6.52,50.79,watermelon
75.3,46.91,44.7,18.65,93.7,7.1,185.34,orange
81.12,40.86,129.22,30.18,96.02,6.44,183.36,coconut
84.76,46.94,44.18,26.62,81.76,6.37,183.25,jute
104.59,44.49,54.31,20.59,83.25,6.18,183.98,coffee
80.18,49.3,54.18,31.44,74.49,6.42,196.73,jute
17.84,55.8,23.84,28.94,86.63,6.76,82.5,mungbean
118.21,55.7,86.29,30.16,80.1,6.19,160.62,banana
66.4,60.22,74.88,31.4,91.3,6.36,33.99,muskmelon
18.28,47.51,23.83,30.1,81.63,6.66,79.74,mungbean
51.36,75.08,66.36,9.43,93.61,6.1,180.39,apple
33.15,34.55,33.16,30.17,46.98,6.1,75.7,pigeonpeas
64.08,65.6,61.02,9.57,93.53,5.94,189.65,apple
109.61,51.79,48.8,20.52,59.69,6.63,73.04,maize
28.21,54.58,34.01,35.93,55.02,6.89,57.73,mothbeans
26.43,59.11,30.91,21.63,18.65,6.23,79.77,chickpea
29.53,41.2,26.64,27.45,46.79,7.03,79.66,pigeonpeas
79.27,39.62,144.32,31.8,90.82,6.15,177.76,coconut
27.6,51.22,39.46,19.89,19.53,6.11,118.51,kidneybeans
50.79,49.38,48.41,13.76,95.87,5.92,119.95,apple
81.43,71.18,95.6,35.29,92.15,6.61,29.29,muskmelon
117.78,50.06,88.01,24.97,93.6,5.97,175.83,papaya
24.76,40.09,34.97,32.29,54.69,7.13,58.37,mothbeans
107.12,41.3,52.4,19.4,96.06,6.77,165.14,orange
23.38,44.86,30.69,22.86,18.98,6.9,89.2,chickpea
105.98,40.23,50.43,32.79,57.14,6.25,73.34,pomegranate
26.13,50.63,28.95,19.52,21.43,6.44,73.45,chickpea
18.55,60.39,29.9,22.38,19.53,6.48,100.28,kidneybeans
98.91,55.55,90.33,29.63,83.39,5.79,149.83,banana
108.21,46.18,43.23,24.47,60.8,6.16,68.45,maize
25.31,53.7,21.66,17.54,59.79,6.78,47.17,lentil
87.65,46.74,73.79,25.95,95.94,5.68,159.9,papaya
25.45,42.75,25.18,30.8,53.51,6.61,65.04,pigeonpeas
82.42,45.93,67.97,24.36,92.5,6.44,182.94,papaya
53.54,68.48,63.48,12.78,93.79,6.04,163.31,apple
19.13,35.06,36.53,26.92,70.24,7.03,82.75,blackgram
18.91,78.35,30.76,17.96,22.02,6.28,113.41,kidneybeans
64.58,45.65,57.89,12.41,90.87,6.22,140.31,apple
95.32,39.43,44.98,26.59,88.64,6.0,200.32,rice
11.63,46.42,28.06,19.24,21.78,6.42,121.53,kidneybeans
86.4,38.51,38.96,30.28,86.58,6.46,192.82,jute
53.46,58.02,61.37,8.87,89.87,6.35,124.08,apple
73.59,62.23,96.74,30.73,83.38,6.63,63.36,watermelon
76.7,59.09,81.58,29.26,85.55,6.93,62.77,watermelon
91.25,58.84,45.67,18.33,88.0,6.45,158.12,orange
87.47,49.8,49.12,29.28,85.23,6.77,198.69,jute
24.1,56.35,30.25,18.08,61.87,6.8,44.03,lentil
15.97,55.51,33.0,22.21,17.0,6.45,70.81,chickpea
21.95,62.2,23.61,21.3,17.24,6.59,89.22,chickpea
16.25,54.6,28.38,21.6,20.86,6.69,146.39,kidneybeans
137.55,55.17,52.25,24.23,64.67,6.18,61.45,maize
18.05,45.66,29.7,21.02,18.54,7.42,77.81,chickpea
16.35,48.13,22.4,19.6,19.23,6.92,60.1,chickpea
77.61,49.57,91.97,25.15,90.93,6.7,156.36,coconut
95.55,44.52,59.48,19.91,68.21,6.52,82.02,grapes
18.64,42.76,31.91,29.96,86.79,6.47,76.2,mungbean
61.24,59.95,71.7,35.03,94.14,6.35,30.28,muskmelon
88.61,54.19,55.44,20.98,84.32,5.96,181.39,coffee
114.45,49.67,84.43,28.39,92.46,6.41,163.65,papaya
20.52,60.42,32.07,17.74,63.54,6.55,47.07,lentil
73.96,35.65,41.0,22.25,82.59,6.23,193.85,rice
145.97,58.14,50.62,28.43,57.93,7.48,67.94,cotton
23.94,47.39,31.84,25.06,89.17,7.16,68.2,mungbean
24.37,43.02,33.84,34.96,53.31,6.84,58.21,mothbeans
100.87,43.09,46.01,30.2,62.78,5.89,145.4,mango
111.65,48.33,47.11,10.25,93.86,6.78,127.0,orange
78.94,43.25,134.92,30.76,91.82,7.1,167.58,coconut
98.88,51.34,147.17,28.26,83.9,6.47,174.43,banana
24.24,57.06,30.48,18.89,58.29,6.94,36.69,lentil
69.55,78.13,92.46,35.5,93.89,6.63,28.51,muskmelon
83.62,58.54,47.98,17.96,91.1,7.06,155.59,orange
79.59,39.52,61.78,21.29,68.26,6.34,85.18,grapes
24.99,53.36,33.52,22.18,19.37,7.49,73.01,chickpea
79.79,46.23,53.3,21.72,93.27,6.81,160.89,orange
108.23,46.81,102.54,27.64,91.92,5.7,168.06,papaya
60.27,53.83,58.13,8.22,93.84,5.96,164.26,apple
110.91,50.15,75.49,27.9,53.65,5.74,71.27,pomegranate
91.66,46.9,45.51,25.28,84.88,6.22,208.25,coffee
76.28,62.85,63.82,10.27,92.66,6.06,165.04,apple
119.44,35.55,36.89,30.7,63.78,6.49,128.01,mango
62.38,48.68,80.5,29.98,93.28,5.64,176.18,papaya
11.77,42.82,31.32,31.37,74.5,6.8,89.43,blackgram
92.58,37.99,43.43,24.52,94.4,6.8,158.12,orange
78.63,42.82,45.04,18.03,89.75,6.18,136.14,orange
138.65,69.82,56.37,29.6,69.39,6.4,92.35,cotton
21.64,60.4,36.88,24.63,16.95,6.62,81.69,chickpea
22.77,75.83,33.66,22.41,15.82,6.89,76.43,chickpea
87.23,44.2,41.74,23.65,80.56,5.99,211.94,rice
30.39,35.11,28.84,28.62,57.24,7.06,68.58,pigeonpeas
87.77,43.79,58.71,18.49,69.34,6.74,71.77,grapes
28.46,30.96,28.23,31.84,57.11,6.52,58.56,mothbeans
16.3,33.82,31.77,28.76,83.49,6.62,78.17,mungbean
18.12,37.49,31.11,29.52,67.98,6.58,99.34,blackgram
95.71,43.56,128.47,27.72,93.65,6.35,167.26,coconut
19.86,30.37,29.9,34.77,51.38,7.28,58.75,mothbeans
83.55,47.27,43.58,18.41,72.21,6.29,74.89,grapes
14.04,60.04,30.91,17.33,20.72,6.24,100.44,kidneybeans
73.58,50.8,66.16,25.48,50.71,6.69,57.34,pomegranate
91.41,53.06,86.45,29.98,87.35,6.37,45.01,watermelon
96.18,41.7,37.17,30.51,60.09,6.86,197.08,mango
84.06,38.59,46.83,24.17,87.28,5.95,236.99,rice
18.57,58.83,26.71,20.9,18.1,6.81,74.28,chickpea
29.02,41.66,37.93,27.37,68.46,6.99,68.33,blackgram
30.72,37.35,30.64,36.77,48.87,6.76,54.29,mothbeans
91.54,47.11,57.92,19.74,70.61,6.07,76.89,grapes
19.28,68.04,29.09,19.16,20.65,6.18,130.27,kidneybeans
21.74,44.82,29.15,25.46,82.5,6.67,74.4,mungbean
86.04,44.2,50.65,30.22,81.41,6.28,163.2,jute
21.53,69.11,30.97,23.79,16.76,7.15,82.08,chickpea
111.9,46.64,63.71,29.33,53.24,5.77,79.23,pomegranate
27.43,41.34,29.16,30.5,54.56,6.84,77.35,pigeonpeas
114.42,63.47,104.58,32.78,81.01,6.06,145.43,banana
29.91,45.58,24.24,28.91,67.34,6.32,87.78,blackgram
100.98,33.07,52.67,20.44,91.68,5.88,186.57,coffee
21.85,56.69,25.76,19.86,15.26,6.95,81.16,chickpea
22.91,44.89,34.28,28.82,86.19,7.12,75.87,mungbean
73.88,38.09,38.84,28.6,56.49,6.62,138.17,mango
84.41,46.18,123.8,29.92,93.2,6.47,165.54,coconut
104.21,57.46,42.89,23.02,71.72,6.59,71.28,maize
26.88,53.5,36.85,30.38,74.75,6.88,78.23,blackgram
19.94,45.39,25.94,30.56,85.4,6.53,78.82,mungbean
90.08,45.86,64.98,19.76,73.83,5.86,93.55,grapes
15.01,49.75,30.93,33.17,69.71,6.86,66.78,blackgram
17.85,47.84,21.11,28.97,87.29,6.58,85.35,mungbean
88.12,75.65,73.29,24.83,68.1,7.13,88.01,cotton
49.57,51.22,68.7,14.69,92.79,6.17,127.77,apple
111.31,54.41,110.65,30.76,81.4,6.33,156.54,banana
21.57,59.87,27.9,18.15,19.3,6.32,128.35,kidneybeans
79.12,51.15,56.97,19.36,65.1,6.66,80.03,grapes
23.69,40.36,29.88,29.14,70.73,7.1,85.99,blackgram
93.33,41.11,48.32,30.93,56.47,6.5,92.5,mango
71.39,64.86,88.1,32.69,83.44,6.35,65.66,watermelon
112.28,66.89,48.08,27.99,70.51,5.88,86.52,maize
114.33,41.75,49.47,17.55,93.23,6.98,135.7,orange
12.24,48.81,26.5,18.11,23.33,6.11,128.11,kidneybeans
87.05,45.54,68.56,36.52,57.11,5.86,65.73,pomegranate
108.13,53.28,48.99,25.32,55.85,6.3,67.84,maize
75.52,43.52,82.09,31.36,92.94,6.15,23.47,muskmelon
75.51,51.32,85.79,28.46,93.81,6.58,29.17,muskmelon
27.73,51.5,33.6,32.1,66.98,6.47,84.76,blackgram
63.2,48.6,48.17,24.76,81.9,6.18,288.36,rice
25.87,47.4,29.64,35.45,55.1,7.31,67.25,mothbeans
35.8,46.48,30.81,30.56,47.9,6.02,79.64,pigeonpeas
80.34,55.75,49.8,25.16,83.5,6.84,193.6,jute
75.66,45.95,65.45,21.32,70.84,6.59,87.6,grapes
21.58,48.19,26.65,20.4,64.19,6.95,49.36,lentil
24.03,66.23,24.53,17.69,18.29,6.53,119.01,kidneybeans
102.56,59.43,44.35,23.84,93.49,6.6,133.62,orange
18.2,47.71,23.67,25.32,69.95,6.79,90.43,blackgram
110.38,35.26,63.2,30.73,66.71,6.24,71.16,pomegranate
23.91,54.97,30.9,34.56,81.43,6.69,82.9,mungbean
128.62,51.38,50.73,21.41,61.94,6.67,78.37,maize
83.96,55.37,115.74,29.56,80.76,6.25,180.19,banana
15.23,71.02,27.41,18.42,21.7,6.06,128.66,kidneybeans
88.81,48.25,47.29,38.0,57.59,5.99,82.75,pomegranate
81.34,32.18,40.01,23.98,81.39,5.72,231.82,rice
70.73,49.31,39.03,21.06,84.98,6.17,204.77,coffee
96.97,52.49,52.38,20.1,65.69,5.95,68.48,grapes
19.73,51.07,39.61,33.94,70.19,6.59,83.52,blackgram
18.88,59.52,30.7,17.95,21.2,5.73,124.93,kidneybeans
79.96,38.29,64.43,19.47,72.85,7.47,64.72,grapes
96.98,47.09,40.07,19.78,65.63,6.66,74.6,maize
72.76,41.25,96.67,35.98,91.24,6.68,26.11,muskmelon
67.97,44.74,110.85,31.18,93.0,6.44,181.46,coconut
67.43,52.25,79.39,25.22,92.12,5.98,162.72,papaya
103.71,48.12,93.88,22.04,91.62,5.89,145.43,papaya
78.14,49.79,55.47,22.88,86.46,6.02,206.59,coffee
112.83,62.54,99.72,32.88,81.01,6.04,141.39,banana
20.26,56.92,30.48,20.9,57.58,7.08,42.46,lentil
68.8,43.32,137.38,29.33,92.05,5.86,170.01,coconut
13.72,40.94,25.88,29.02,68.82,6.71,74.68,blackgram
63.44,63.12,106.33,30.95,82.76,6.54,50.38,watermelon
84.12,64.89,85.86,29.44,84.16,6.28,57.63,watermelon
112.01,56.54,148.31,32.24,80.79,6.49,142.56,banana
124.2,50.42,133.78,32.19,79.78,5.82,112.76,banana
86.76,43.59,136.14,30.09,93.68,6.24,134.42,coconut
84.99,46.23,39.75,30.8,83.97,6.59,170.98,jute
93.5,49.5,53.79,22.95,72.42,5.89,69.31,grapes
89.87,70.27,56.59,25.54,59.0,6.32,93.43,cotton
65.41,43.33,105.59,32.89,87.27,6.61,52.27,watermelon
112.85,47.43,136.81,27.74,79.42,6.79,184.4,banana
10.23,61.24,37.02,16.39,59.56,6.72,47.45,lentil
91.41,48.08,70.35,29.85,58.55,5.83,82.11,pomegranate
126.5,70.9,125.86,31.09,79.47,6.2,156.21,banana
14.28,46.44,25.62,31.17,85.43,6.98,92.42,mungbean
76.11,48.88,41.42,19.1,74.53,6.96,73.07,grapes
17.7,41.43,36.23,28.78,82.21,6.94,61.66,mungbean
124.68,51.27,41.51,24.56,55.94,6.14,73.8,maize
130.32,60.32,55.76,23.65,66.51,5.81,89.77,maize
71.77,60.24,81.92,34.95,93.09,6.48,21.67,muskmelon
72.6,63.92,80.85,32.58,90.67,6.48,30.22,muskmelon
80.31,61.92,101.9,32.24,91.79,6.78,24.75,muskmelon
77.91,61.64,94.52,24.51,89.61,6.56,50.2,watermelon
88.1,43.58,42.66,30.98,74.63,6.9,219.79,jute
68.77,61.5,45.7,9.69,91.57,6.19,140.85,apple
93.57,33.08,52.61,27.57,60.81,6.48,106.74,mango
90.09,42.53,34.7,28.37,77.29,6.57,192.55,jute
84.02,59.3,104.19,29.55,78.95,6.36,55.93,watermelon
17.33,41.29,30.98,34.45,82.81,6.87,91.53,mungbean
110.15,58.41,46.26,23.69,65.57,6.22,71.18,maize
106.25,53.07,50.55,23.29,66.26,6.32,66.74,maize
16.25,57.55,33.29,32.43,87.41,6.68,66.82,mungbean
76.52,61.72,84.98,24.81,84.23,6.45,56.35,watermelon
